ID,tweet
4741, 51 days until the We are running out of time The only way through is to spread truth about and to wake as much American people as we can so that they have fully understanding of the threats posed by 
4742, Epic reply ever Edo Non be Lagos 
4743, Compare documentary on 6 deals the Bidens made with the Chinese government including 1 in which China planned to invest more than 1 billion in Bohai Harvest RST BHR an investment fund partly owned and directed by Hunter 
4744, is doing the bidding of Tinubu and trust me they will all fail woefully cos we are not coward and no man lord over us 
4745, Louder Freedom comes by struggle Their fake pastor is already tired Saw him few minutes ago 
4746, We are protecting it already 
4747, Corruption Exclusive Data shows that half of 2019 donations to ActBlue came from untraceable unemployed donors 
4748, Weird Transsexual Satanist anarchist wins GOP nomination for sheriff in NH county 
4749, This is beyond margin FG calls for social distancing Edo people gave it awesomely 
4750, wonder how Lagos state is not able to conquer godfatherism Akwa Ibom conquered it through Gov Udom Edo conquered through Gov Obaseki and many other states It seems Lagos needs prayers xf0 x9f x98 x84 xf0 x9f x98 x84 
4751, So sad an Igbo state like am going to state is following Lagos to do this godfather rubbish thing We are educated illiterates 
4752, By following saying let experts in the field help form the strategy protocols to combat control the or other related issues instead of suppressing facts while endorsing your own alternative facts or praying it away like amp 
4753, Honestly whether you are left of or to the right of him amp you choose not to vote because your candidate no longer in it then you are sucker amp loser just like those voting for amp you deserve all negative consequences that come your way from that choice 
4754, The excels at especially under will wager there will be sudden swell of by mail in ballots for this election manufactured by friends to justify his voter fraud claim amp to confuse 
4755, This man is so irrelevant The stain of being xe2 x80 x99s African American will forever be there and after these four years of hell he MAY vote for with that We all knew tRump was racist before 2016 he needs to finish his tap dancing routine xf0 x9f x99 x84 
4756, Massive Recruitment 2020 at United Nigeria Airlines 
4757, Obaseki Leading Ize Iyamu With Over 13 000 Votes xe2 x80 x94 After 3 LGAs INCE Official xc2 xa0 Results 
4758, Two Pastors Arrested for Raping Corps Member In Rivers 
4759, Black Tape Ghanaian rapper Desmond Blackmore Full Video 
4760, LIVE UPDATE ON Edo Governorship Election 2020 
4761, FACTS 
4762, Oh Lord Peace in Edo State 
4763, Like always tell people who care to hear and understand politics Wining an election is not all about the jamboree et al sometimes your behind the scene men women are your greatest tools if they can deliver you then you stand an 80 chance of winning 
4764, Please who xe2 x80 x99s this xe2 x80 x99m just seeing most people on the TL giving him thumbs up for job well done xf0 x9f x99 x84 xf0 x9f x99 x84 xf0 x9f x99 x84what xe2 x80 x99s his job exactly 
4765, Game over 
4766, Treatment of reporter by symbolizes state of our rights under the in era 
4767, If you know you know 4 4 
4768, Final Result Of Last Local Government Area Ovia South West Announced APC 10 636 PDP 12 659 Obaseki 
4769, With the kind of security forces deployed to Edo State because of election if the government deploy same forces to Sambisa Forest Boko Haram will be thing of the past 
4770, Come join live right now as he provides some excellent information amp discussion about our great President Please come join in the discussion Hope to see you there 
4771, Oyo states let gather here because Oyo state are the first state to refused Godgatherism Now it xe2 x80 x99s time for other states to wake up and call for this freedom follow back 
4772, Thank you to President Buhari for allowing free and fair election in Edo State and also to and for conducting the election peacefully Congratulations to for their victory 
4773, My Soccer tips are available 5times weekly SUBSCRIPTIONS ARE AFFORDABLE Weekly N20 000 120 xc2 xa2250 R900 Monthly N45 000 250 xc2 xa2650 R2000 Dm now or contact me directly 2349067100798 also available on WhatsApp 
4774, will be deafeted today outrightly no doubt about it 
4775, please start updating Nigerians on on your media outlets 
4776, is so he likely did know the attacks were coming is full on Jesuit also Both parties are full of Tell me did not know something his bud was in on the coverup 
4777, This should also be narrowed down to to all their supporters party members Elder state men even before the election and not only assurance from them alone which is usually being done but from all their supporters 
4778, Politics Update leaders in 2016 supplied documents that nailed Govnor from the governorship contest the immediate past National Chairman of the APC Comrade Adams disclosed this in Benin while addressing supporters who followed him TheNation 
4779, live now 
4780, Edo Election Governor Obaseki of the PDP Declared Winner Nigerian Mirror Read More 
4781, PDP agent claims that the collation officer from Orhionmwon arrived the INEC collation centre with the election result but disappeared during the one hour break The ADC party agent also backs his claim 
4782, How many Lgs so far announced 
4783, ESAN SOUTHEAST LGA Results EWOHIMI 1 No Of Registered Voters 8 375 No Of Accredited Voters 2 476 AA 1 ADC 1 ADP 11 APC 1 017 APGA 1 APM 0 APP 2 LP 1 NNPP 1 NRM 0 PDP 1 409 
4784, How can anyone think can handle the economy better the when he could not even understand the effect containment could have on it 
4785, With the economy only just emerging from historic contraction fiscal policy has taken on an increasingly important role Our election series examines outlook under different outcomes 
4786, Meet Pastor Ize Iyamu The first man to lose governorship elections with two different political parties back to back 
4787, The Fed xe2 x80 x99s final meeting before the elections will be on Sept 15 16 But after the huge stimulus and near zero interest rates there xe2 x80 x99s not lot more they can do to help the people who need it most and these people will be voting in November xf0 x9f xa4 x94 xf0 x9f x87 xba xf0 x9f x87 xb8 
4788, BREAKING NEWS 2013 Mercedez Benz C300 toks with reverse camera Bluetooth and sunroof N7m final price accident free In Lagos 
4789, Personalized 3D wall clock for N8500 Air Peace Congratulations Laycon 1 BTC The Governor 
4790, We print Air Peace Congratulations Laycon 1 BTC The Governor 
4791, In case you do not know we also publish Magazines Journals News letters and other paper print options Air Peace Congratulations Laycon 1 BTC The Governor 
4792, 3D mug for 3k Magic mug for 4k Air Peace Congratulations Laycon 1 BTC The Governor 
4793, got the job deal in variety of cars send me DM let us get started Please retweet 
4794, It is shame that all the Atikus and Sarakis could tweet is that the people of Edo state should protect their votes 
4795, GOD Punish all the BAD LEADERS OF THIS COUNTRY xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 
4796, Can xe2 x80 x99t wait til the debate 
4797, Just bc you hate ppl think you love when in reality you xe2 x80 x99re on your own team you just aren xe2 x80 x99t racist xf0 x9f xa4 xad xf0 x9f xa4 xaf 
4798, IDT you SHOULD ABLE TO VOTE BEFORE DEBATES you KNOW AND THEY KNOW WILL DESTROY EVEN IF THEY PUT BIDEN ON MEDS THAT NIGHT THAT will not HELP HIM WHEN HE HAS TO FAST WITH PRIMARY HE WAS GIVEN TIME TO FUMBLE AROUND HE will not HAVE THAT LUXURY DURING 
4799, Watch Voters Fight Over Money In Epe Senatorial Bye Election 
4800, Article ends with denied on Friday it was attempting to meddle in the upcoming presidential after giant said it thwarted from overseas groups xe2 x80 x93 including from 
4801, do not blame the people in front of the cameras they probably do not know what they do or maybe they do amp are to scared to stand up GMA amp is the fake news 
4802, How will you conduct an election in raining season and expect pple holding an umbrella to loose Godfather don enter gutter 
4803, please what is holding the concluding collations 
4804, as dey hot still collating we are shutting down uncle osHio and his illegal team 
4805, scene from the my conversation about in America with young Dean Nordstedt let us discuss it on Sept 14th 1300 EST WARNING contains mature language 
4806, If Obaseki wins this election expect full blown rebellion against godfatherism in this country Which is for the best anyway 
4807, The peopled Edo state and the whole Nigeria should know that election is not war After all both and are the same difference May God help us all 
4808, Instead of an election why not put and in fighting cage and let them duke it out to the death Winner takes all would pay good money to watch 
4809, Now patiently waiting on when will do live broadcast for 
4810, Adams oshiomhole have done more for PDP than Secondus himself he have been very generous dashing out states one by one xf0 x9f x98 x82 From Zamfara to Rivers now Edo He is soo Patriotic xf0 x9f x98 x82 xf0 x9f x98 x82 
4811, Dear Edo people amp do not be carried away by your victory over godfatherism it is still too early to celebrate Stop the dancing Move in your numbers to the various collation centres NOW 
4812, It is also important to call on not to connive with security agencies to thwart the voice of the people INEC must remain neutral and protect our democracy 
4813, Dear The people of Edo have come out in their numbers to express their choice of who they want to govern them enjoin you not to connive with security agencies to thwart the voice of the people Remain neutral and protect our democracy 
4814, The Edo election was moderately peaceful because the political actors knew inciting violence will attract global consequences The fear of US imposing travel ban on them made the politicians behave properly 
4815, The results are already trickling in In favour of Obaseki Did hear you say it ain over till the fat lady sings As type the fat lady is already composing her song And her theme song will be Edo No Be Lagos 
4816, somebody should call Pastor IZE IYAMU to come and share the grace Election don finish xf0 x9f x99 x86 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x99 x86 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x99 x86 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f 
4817, Today should be declared Democracy day 
4818, Master of All Democrats in Nigeria beyond party lines xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 
4819, Card readers not working in areas where obaseki is favourite xf0 x9f x98 xa1 
4820, in central committee in Ukraine plans to allow for in person voting even if they have and symptoms of infections like Local elections are planned for October 25 Everyone will be required to wear masks 
4821, Poly Ibadan Post UTME 2020 Cut off mark Eligibility and Registration Details UPDATES xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 xe2 x9e x96 See Full Details gt gt gt For TELEGRAM Updates Cc gt 
4822, When we have criminals in Government they will use any means to defraud the masses 
4823, On bad day is orders of magnitude more understandable than 
4824, Shame on team pushing doctored videos against And also claiming that Biden will defund Police guess they want to win by hook or crook After all what has Trump done for independent voters like me Apart from lying to people about CV Fighting with allies 
4825, it is written all over his face it is finished xf0 x9f x98 x82 Truly xf0 x9f x92 xaf xf0 x9f x99 x8c 
4826, Today from 8am will be live on TV to discuss the Edo elections Tune in if you can Thanks 
4827, Postpone Election or risk having it being an accomplice to the desired revolution It may stand as the only distraction from having Trend tomorrow but on the contrary it may serve as the catalyst because do not see it un volatile 
4828, swear this is the craziest thing xe2 x80 x99ve ever seen 
4829, xe2 x80 x9cYou know in my opinion the polls they xe2 x80 x99re suppression polls They xe2 x80 x99re meant to make people discouraged xe2 x80 x9d President Trump said that in his view published by the media ahead of the 2016 were xe2 x80 x9csuppression polls xe2 x80 x9d 
4830, the the will If wins the election the US empire will collapse 
4831, Banana Republic Size 40 Price N11 500 Available for Immediate delivery 
4832, Make una tell us who win all this And 1 2 3 Me no understand of 
4833, Trump changed the news media He xe2 x80 x99s changed how the business is run and how it makes money 
4834, Hopefully USA will vote for and avoid dictatorship but even so America will pay for mistakes for decades and there is nothing that will change this sad reality 
4835, We are not sleeping oo xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 Although am in Lagos my spirit is in Edo xf0 x9f xa4 xaa 
4836, Who do you think will win Edo governorship election 
4837, EV advocacy group says transition to carbon free can xe2 x80 x99t be left to chance as parties announce green policies 
4838, That Tinubu video played major role in propelling Obaseki victory he triggered lot of Edolites to dust their voters card just to prove him wrong believe me Tinubu is losing his relevance of Godfatherism 
4839, Conspiracy theorists If the cabal does not want tinibu at the primary there is nothing tinubu can do Free and fair is all we ask for 
4840, The Military is collaborating with the to remove you President from office The will supply the opportunity 
4841, Why did saw it necessary to show and read tweet but glossed over with word or two without showing or reading the entire tweet Get off her TV she is not deserving of this spot on Sunday 
4842, Wait ooo why is not telling the people of Edo state to defend their votes as much as the are doing right now Just asking xf0 x9f xa4 x94 xf0 x9f xa4 x94 
4843, Contested Means Mad Chaos For The Stock Market Pento Sees Rocket Fuel For 
4844, Send it yourself but you will need to buy stamp envelope OR use our FREEpost envelope Why would anyone wish to send request via party HQ This is straight out of Trumps playbook Have you seen amp can you believe this 
4845, It xe2 x80 x99s an all of us or none of us mentality that stand with minority rights equal to majority rights It xe2 x80 x99s an only us or nobody mentality if you think somehow we are all treated equally and you stand against minority rights amp equality 
4846, Leads At The Bookies Amid Surge In Black Americans Support need to up their game in turbocharging civil unrest to get to the point where everyone is clamouring Save me then the Presidency is abandonned and imposed 
4847, Money is not earned through magic It is deliberate exercise of 1 Investment 2 Work 3 patience 4 Care 5 Accumulation of returns and Reinvestment 
4848, You see Ganduje Oshiomole Obaseki Wike Ize Iyamu Tinubu na their pocket them dey fight for jor Let the best con Man Win Edo Election xf0 x9f x9a xb6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x9a xb6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x9a xb6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x9a xb6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f x9a xb6 xf0 x9f x8f xbc xe2 x80 x8d xe2 x99 x82 xef xb8 x8f 
4849, Dr Analysis Said At 3 Probably Win Up By 2 9 that is Win Ppl Afraid To Answer We do not Want To Get Shot Killed House Burned Business Vandalized Children Doxxed amp Harassed we are Not Going To Answer 
4850, anyhow we vote you out 
4851, will not get it With all the harm and Harris have caused Blacks they will get the and White Supremacist vote for sure 
4852, Congratulations People Gov truely deserved mandate and victory Enjoy the victory all the way 
4853, Do well to deliver the dividends of Democracy to the people of Edo state 
4854, We are all celebrating obaseki victory How come nobody is asking in state of estimated 5million people less than 600k people voted 
4855, Let Nigeria not forget that one publicly promoting godfatherism 
4856, Edo youths please Vote and not Fight Do not attempt to sell out your future or that of your children Be wise 
4857, Ondo 2020 After 12 Councils Akeredolu has polled 178 854 votes while Jegede got 141 083 votes Hon Agboola Ajayi of the Zenith Labour Party ZLP is trailing the duo with 32 060 votes and is yet to win any council 
4858, Those Men that used to argue at NEWSPAPER STANDS have they finally been employed no Dy see them again oh man utd Chelsea davido Wizkid Liverpool arsenal epl 
4859, invite you to join EPL Manager the best fantasy English Premier League game out there 
4860, Edo Decides Obaseki in early Lead 
4861, Election rigging Card reader not working in Obaseki xe2 x80 x99s strongholds Osagie 
4862, Godwin Obaseki Re Elected Edo State Governor 
4863, am not voting this year not for not for not for anyone as just do not give damn anymore can not believe out of 330 million people this is our only choices fucktards would elect pile of shit if it was on the ballot as Republican or Democrat 
4864, Who cares if Russia China or whomever is putting out propaganda we do the same will not defend idiots who are too stupid to know the truth If you do not like or vote for Libertarian or just do not vote do not vote for the lesser of two evils 
4865, Who cares about the CIA does the same thing As far as his own speech shows he is suffering from and have not seen one new story covering that fact and thing is delusional too 
4866, think we should require everyone in Congress the President VP the Supreme Court and our top military leaders to pass cognitive test every year to make sure they do not have dementia am sure is suffering from it and is not too far away himself from failing 
4867, Seriously is senile He needs to be tested know might be nutz but has lost his cognitive ability to even put words together coherently It would be like driving Miss Daisy someone will be needing to feed him pudding before long 
4868, Congratulations to Obaseki and to the Edo People This one sweet me It can be done 
4869, Dear Edo people If you do not want today election to be rigged amp making your efforts be an everlasting waste then start go on masse to the collation centre 90 of Nigeria elections are rigged at the collation centres 
4870, to blame amp attack for economic hardship amp death toll Attack plan xe2 x80 x94no safety or wellbeing COVID19 Trump failed xe2 x80 x94push Biden Stage Biden to have had the answer to the Pandemic early on The country will heal with victory Violence ends Biden victory 
4871, was not set up by amp his gang of degenerate ghouls No it was the great humanitarian along with Clinton Susan Rice Samantha Power amp their harmonious peace circle of interventionists who wrought this complete devastation 
4872, You cannot conduct elections during rainy season and expect the man with an umbrella not to win You can only sweep when the rain is over Anonymous Whoever coin that quote has brain 
4873, POI call me 
4874, there is particular style of counting that we were not taught in school 1 2 3 4 6 8 22 65 95 162 325 The only thing did similar to this was AP Arithmetic progression amp GP Geometric was not told dat there is political counting too 
4875, needs to stop saying needs to do something about COV19 Trump will only make things worse It is better if he just spends the next 8 weeks golfing 
4876, with some essential information amp the and underway right now We can not take anything for granted this 
4877, Happening now 
4878, Wallops Ize Iyamu Leads With 84 276 Votes 
4879, Orhionmwon APC xe2 x80 x99s Pastor Osagie Ize Iyamu xe2 x80 x99s LGA APC xe2 x80 x93 10 458 PDP xe2 x80 x93 13 445 Results for Ward 7 7 600 and Ward 8 7 896 cancelled by the collation officer 
4880, We Have Defeated Godfatherism Wike Boasts 
4881, PDP in Comfortable Lead as INEC Continues Collation of Results 
4882, INEC Opens Media Accreditation for Ondo Election 
4883, Dear Edo Keep watching Three LG left 
4884, Dear Edolite do not rejoice yet may announce the election ask inconclusive election we know them Just keep watching And do not leave the coalition center till all the LG result are announce 
4885, Igueben LGA Registered 46828 Accredited 13404 APC 5199 PDP 7870 
4886, Predict winner of 
4887, PDP Accuses Army of Harassment At Collation Centre 
4888, Edo 2020 INEC Registers Displeasure Over Shooting Electoral Material Hijack 
4889, This is why call it cult 
4890, Listen to the most recent episode of my podcast Internal Thoughts that were dipped in ADHD oh and BLACK LIVES MATTER 
4891, According to you this morning there is no need for the anymore Biden just need to move into the basement of the White House immediately 
4892, Congratulations My Governor xf0 x9f x98 x8a GovernorObaseki 
4893, of To Ge Edo No Be Lagos We need someone to coin an appealing yet provoking slogan for Lagos PDP for ahead of 2023 elections 
4894, Calls Out For Denying Amid xe2 x80 x98The Is Clear xe2 x80 x99 via 
4895, Why do people waste their time and money with political yard signs Not once have seen yard sign and thought xe2 x80 x9cwell that settles it xe2 x80 x99m voting for that person xe2 x80 x9d 
4896, it is almost impossible to Remarket Demarketed Candidate 
4897, As you are defending your vote No go do pass yourself ooo Remember say dia Pikin dey Overseas If you die you don die be DAT 
4898, Chimaraoke pays Solidarity visit to the Ebeano current leader Gburus Details 
4899, Biden says he xe2 x80 x99s ready to debate Trump xe2 x80 x98I know how to handle bullies xe2 x80 x99 compare reports from left center and right 
4900, LIVE IN ONDO The neutrality of security agencies is crucial to achieving peaceful election in Ondo State Executive Director 
4901, Godwin Obaseki has been reelected as governor of Edo State 
4902, xf0 x9f x92 x80 Says He Will INCREASE the xf0 x9f x91 xb6 xf0 x9f x8f xbf xf0 x9f x91 xb6 xf0 x9f x8f xbe xf0 x9f x92 xa3 xf0 x9f x92 xb0 xe2 x80 xbc xef xb8 x8f xf0 x9f xa4 xac xf0 x9f x8e xad xf0 x9f xa5 xb3 xf0 x9f xa7 x90 xf0 x9f x92 xa9 xf0 x9f x92 xa9 
4903, Is it too early to congratulate 
4904, inec official using handkerchief as facemask xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f 
4905, Have blessed Sunday 
4906, The victory of Obaseki is the victory for all Embrace the new Electoral Value Nigeria must be better 
4907, 90 of the results in Edo state has to do with normal human hatred for oppression and slavery The deliverance is spreading gradually 
4908, Zeros have funny habit When is around the corner projects with multiple zeros to the right of number are announced 4 200 000 000 000 As soon as the elections are over the same zeros travel to the extreme left of the number like 000 000 000 0420 xf0 x9f x99 x8a xf0 x9f x99 x89 xf0 x9f x99 x88 
4909, he is playing game of thrones with our lives over 200 000 dead no excuse winner of The Bay of Pig award 
4910, We need the Little Dutch Boy to stick his finger in the hole to stop the lies from leaking 
4911, goes to the best pig FAKE AWARD FOR THE FAKE PRESIDENT 
4912, can not win honestly will steal the election 
4913, Who you going to vote 
4914, Even if does not win getting to 5 amp getting 3rd party solidly on ballot is win in some ways IS worse than Who wrote the crime bill wants to give more to cops is war hawk NO ONE Has to for 
4915, NEWS FLASH Pastor emerges Governorship flagbearer for State 
4916, Los Angeles Times Slams Calamity xe2 x80 x99 With Early Endorsement Of 
4917, The Final Results From All Local Government Areas Accredited VOTERS 557443 APC 223619 PDP 307955 Obaseki wins with difference of 84 336 votes Breaking News 
4918, Final Result Of Last Local Government Area is out Ovia South West Announced APC 10 636 PDP 12 659 Total valid votes 23 741 Rejected votes 743 Total votes cast 24 484 
4919, Obaseki was lucky PDP acted smartly in Edo Imasuagbon and Ikhine stepped down for him Agbaje would not have stepped down for Ambode and he would have been more disgraced 
4920, Both APC amp PDP Governorship candidates speaks after casting votes xe2 x80 x99m Disappointed In INEC xe2 x80 x93 Gov Obaseki Am Confident Of Winning Pst Ize Iyamu Today is the examination day we shall know who the teacher is Oshomole 
4921, This was called xenophobe by No he wasn xe2 x80 x99t Peter Navarro We xe2 x80 x99ll fact check this later Jake Tapper just did 
4922, Please can someone educate me on what US and UK has to do with our elections 
4923, Benin billionaire wey dey fight government sef lose him unit xf0 x9f x98 x82 xf0 x9f x98 x82 
4924, To avoid long lines this election consider voting early More information at scroll down to xe2 x80 x9cCan vote in person before Election Day xe2 x80 x9d 
4925, This victory is actually clear prove that the people are strongly against single person godfather deciding the affairs of state Congrats to Obasike the people has affirmed another confidence you wish you success in your next tenure 
4926, On behalf of the family We endorse the re election of Gov Godwin Obaseki He has performed credibly well amp deserve to be re elected It xe2 x80 x99s time to BURY The Godfather xe2 x80 x99s with our Votes Vote PDP Power to the People Power xf0 x9f x92 xaa xf0 x9f x8f xbf 
4927, Polling Unit 8 Ward 1 Agenebode Etsako East APC 163 SDP 1 ADC 1 PDP 214 Accredited 1114 Vote Cast 395 Void 16 
4928, don xe2 x80 x99t need man xe2 x80 x99m rich don xe2 x80 x99t need man xe2 x80 x99m rich And you always look at Chris Brown xe2 x80 x99s picture while you masturbate xf0 x9f xa4 xa3 xf0 x9f x8c x9a 
4929, So Tinubu actually thinks and believes Lagos is Nigeria And unfortunately his foolish followers do too 
4930, officials are not supposed to take calls while announcing results This is not done in any country in the world Or they are receiving calls from or xf0 x9f x99 x84 please fix this xf0 x9f xa4 xa7 
4931, These other political parties wen dey get zero one zero nine and zero Wetin be their PLANS initially 
4932, Why are all these INEC officials mostly Drs and Profs what is the link Abi na dem Sabi count NUMBERS pas 
4933, The People xe2 x80 x99s Choice was Simpler than the Agenda 
4934, Pastor Alhaji Umoru Ize Iyamu wins his ward Ugboko narrowly with 33 votes He however lost the local government Congratulations to him on winning his ward no easy 
4935, can not wait for believe the will make the right decision by voting is no leader his only goal was to that cost in taxes 
4936, Edo People xe2 x80 x99s will must stand Tag UK US and EU Embassies handles let us go 
4937, He just said Law of diminishing return 
4938, Oshiomhole doing cross sign before casting his vote is the height of it Wetin person nor go see for Naija with all these useless politicians 
4939, win for in Edo state is win for democracy and hopefully Lagosians will know that they can do it too 
4940, Results from Etsako Central Etsako East Etsako West Owan East Owan West and Orhionmwon will determine who carries the day For those jubilating CALM DOWN 
4941, Is sad they have to cheat They have no regard for this country They will not steal this election with nominee who doesn xe2 x80 x99t know where he is 
4942, To my people in Ondo let us go out and vote no to election violent no to vote buying no to terrorism vote not fight Election no be war 
4943, Tom Hanks deleted 3 yrs worth of his tweets in 1 hour Looks like his Twitter account is now run by someone else 
4944, Gets Chance to Pounce as Biden xe2 x80 x99s Grip Loosens only leads 43 29 among Hispanics 
4945, Signed Result sheet still missing at Owan west LGA17 Ward 4 PU 02 Election Observer Take note Lampard 
4946, Congratulations to Gov Godwin Obaseki on his re election 
4947, We were all humble at the beginning until sin enter it is time to return to the good old days 
4948, DO YOU WANT HEAVEN ON EARTH YOU CAN HAVE IT RIGHT NOW Matthew 6 10 Thy kingdom come Thy will be done in earth as it is in heaven 
4949, If fail to zone it is presidency to the SE will vote for whoever fields is not negotiable 
4950, Vote wisely my people 
4951, Who dey win 
4952, History shows why the next few weeks are critical for CNNPolitics 
4953, let us not be unfortunate pls 
4954, Even after converting from pastor to imam Ize Iyamu still lost the election Kai Edo people una wicked diee xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 
4955, Let it be known that Edo is not Lagos and Obaseki is not Ambode 
4956, Let it be known that Edolites do not vote for Party xe2 x80 x99s Logo but the individual representing the party Let it be known that Oshiomole single handedly gave Edo to PDP by disqualifying Obaseki from the APC xe2 x80 x99s Primary 
4957, you sure they are abreast with the results at present xf0 x9f x98 x82 
4958, Here are some more ads that you can fulminate look it up dummy about on Twitter PS know you are not stupid you just want your people to relate to you you are sociopath with deep childhood trauma 
4959, OUT ANY cost but is band aid he just less worse than Trump Let elect him amp Oceania Eurasia amp Eastasia are the 3 fictional superstates in Orwell 1984 used 2 distract the proles ditto amp 
4960, Breaking News Ize Iyamu lost his Local Government to Gov Obaseki OGBANE 
4961, Orhionmwon is Ize Iyamu LG should not play with Edo people kidneys release the LG result NOW 
4962, No sleeping tonight Boys are not smiling at all 
4963, Deputy Gov Philip Shaibu won his Polling Unit xf0 x9f x92 xaa PDP 401 APC 108 
4964, Breaking News See their almighty Billionaire Captain Hosa of Polling unit result lost to Gov Obaseki xf0 x9f x92 xaa 
4965, Breaking News Their almighty Billionaire Captain Hosa of lost his Polling unit to Gov Obaseki 
4966, Victory loading But let us protect it They have plan 
4967, APC Party agent in Ikpoba Okha LG Ward 2 Unit 19 chop beating for trying to induce voters with soft drinks xf0 x9f x98 x8a Them go learn new things 
4968, Emergency numbers to call in Edo State Follow them bumper to bumper If you need help call us Sharp sharp PLS RETWEET 
4969, Gov Obaseki arrives his Polling unit to cast his vote Clear road for our Wake amp See Gov 4 4 TORGBA OGBANE 
4970, have NOT been arrested but we are aware of their plans but it will never work Tell them am ready Edo Deputy Gov Hon Philip Shaibu 
4971, Tips for Tomorrow xe2 x80 xa2 At the polling unit they will come to configure the smart card reader before the election starts The agents must insist that the Card Reader should read NIL because that is where the ICT smart guys feed in figures 
4972, Tapes amp the 2020 No COVID Relief US Pol via 
4973, So certain hyena and his Bourdillon cackle were completely tamed by Edolites and fearless Lion from Ikwerre My Edo people salute una of This clearly shows that Power resides where the people believe it resides 
4974, Abeg let us leave football jare who is leading in Edo 
4975, On lighter mood So the hope of Edo state ever getting handsome governor is as good as impossible xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
4976, Edo people have settled it for them case don finish oya make everybody dey go house 
4977, Obaseki To Tinubu You Can xe2 x80 x99t Extend Your Political Empire To Edo 
4978, Elections in Nigeria will always be free fair and credible if there is no INSTRUCTION from the occupier of Aso Villa Edo State is another clear example 
4979, Election Card Readers Not Working xe2 x80 x93 Oshiomhole Laments 
4980, Yes benefitted from convention bounce but lead appears to be heading back to pre convention levels AZ 4 FL 4 MI 8 MN 10 NC 6 PA 8 TX 2 WI 8 US 10 
4981, You know your federal government is BAD when your state has to file lawsuit to stop the from misinforming voters about the Really inexcusable that the failed stands to the side like weaklings and does nothing to stop and his 
4982, Congrats to obaseki Edo people just reminded us that Edo is spelt differently from Lagos 
4983, Aisha Buhari Reacts To Daily Trust Cartoon On Hanan xe2 x80 x99s Wedding 
4984, No shock 99 9 of this violence is planned amp orchestrated to sway away from our President Sick people to say the least 
4985, Clay Richie The Abdication Of General Muhammadu Buhari By Bay 
4986, Clay Richie Slicing the Fat from Our Pot Bellies II By Alex 
4987, Clay Richie Still on APC and Tinubu xe2 x80 x99s chances in 2023 by Iliya 
4988, Clay Richie Fighting corruption through electoral reforms by 
4989, Congratulations are in order 
4990, full of violence amp he says will bring violence to suburbs are not immune to Biden act expired in 2019 What gives Your defended taxpayer xf0 x9f x92 xb0 
4991, Trump is unstatesman like was caught sleeping at the wheel with COVID but the Dems have not changed since Hilary and have watched and stayed silent while their country is ripped apart by hateful left wing extremists If was an American wouldn xe2 x80 x99t vote for Biden 
4992, Hit 200 Political Targets Including Key Biden Campaign Ally 
4993, Clay Richie Reasons for the jostle for presidency by lgbo in am going to 
4994, Clay Richie Help Nigeria is in trouble by Niran Adedokun 
4995, Clay Richie Devaluation In Nigeria Lesson For The Next Govern 
4996, Clay Richie 2023 Presidency Another Retirement Plan Or Govern 
4997, Clay Richie 2023 Fashola let us Southwest cat out of APC bag By 
4998, do not know if Yakubu Dogara would be great miss for the PDP The manner at which he came inn and went out speaks volume of the Man and he is political maneuvering something big could be happening behind the scene 
4999, Edo people say no way Videos of arrests of would be vote riggers etc attest to that Edo people hail you 
5000, Just as always it started only God knows what would happen between now and tomorrow evening When complaint amp counter complaint are made you already know the battle as begun We surely never grow 
5001, Nigeria is gradually getting to the place were states governorship elections takes huge interest from the people just like in the past Until we resolve states made issues we are not solving problems at the top 
5002, let us see if we can Survive the Edo amp Ondo States governorship elections before talking about it aftermath 
5003, Clay Richie Edo Election Tinubu Like Stage Magician Is Will 
5004, Clay Richie God wins Edo and lessons learnt by Reuben Abati 
5005, Clay Richie Factions and the Endangered State By Chidi Amuta 
5006, Clay Richie Obasanjo xe2 x80 x99s diminishing value as statesman by Ili 
5007, Clay Richie Power Drunk Tinubu And His Bartenders Edo No Be 
