ID,tweet_text
30,"b'Voters waiting for election result at Ikpoba/Okhia, Odgbo.  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoElection #EdoDecides2020 #Edo2020 https://t.co/UBHhmS6CO3'"
31,b'There was a brawl at Emokpae Model Primary School polling unit over the appointment of rival party executive as INEC ad-hoc official. [8:24am]  LIVE UPDATES &gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #Edo2020 https://t.co/vYHcVOrmy7'
32,b'PHOTOS: PDP supporters celebrate as Obaseki emerges winner of Edo governorship election  #EdoDecides2020 #EdoElection https://t.co/fYnALxLgiM'
33,b'BREAKING: INEC declares Obaseki winner of Edo governorship election  #EdoDecides2020 #EdoDecides #EdoElection'
34,"b'#EdoElection: Ovia South-West LG  APC: 10,636  PDP: 12,659  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #EdoDecides'"
35,"b'#EdoElection: Orhiomwon LGA  APC: 10,458 PDP: 13,445  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #EdoDecides https://t.co/XRbXw5TLM2'"
36,b'#EdoElection: A three-hour break has been announced.   Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #EdoDecides'
37,b'#EdoElection Results: Two more local governments to go: Ovia South and Orhiomwon LGs  Follow our Liveblog for more updates&gt;&gt;&gt; https://t.co/5YhnMUUfaG  #EdoDecides2020 #EdoDecides https://t.co/6sYXpiOwRY'
38,"b'#EdoDecides2020 Update: The Returning Officer for the Edo State governorship election, Prof. Akpofure Rim-Ruke said the results of 13 out 18 local government areas would be moved to Form EC8D, pending the arrival of the results from the remaining LGs.  #EdoElection #Edo2020'"
39,"b'#EdoElection Results:  Uhunmwonde LGA APC: 5,972 PDP: 10,022 -- Owan East LGA APC 19,295 PDP 14,762 -- Owan West LG APC 11,193 PDP 11,485 -- Esan West LGA APC 7,189 PDP 17,434 Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #EdoDecides'"
40,"b'#EdoElection Results:  Ovia North East  APC 9,907 PDP 16,987 -- Etsako West LGA  APC 26,140 PDP 17,959 -- Oredo LGA  APC 18,365 PDP 43,498  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides #EdoDecides2020 https://t.co/FBPVFqGZZ3'"
41,"b'#Edoelection Results: Egor LGA   APC - 10, 202 PDP - 27, 621  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #Edoelection #EdoDecides'"
42,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Esan South East APC - 9237 PDP -10565  Registered voters -73907 Accredited voters -20274  UROMI Esan North LGA results APC - 6559 PDP - 13,579  Total Valid vote - 20369 Accredited voters - 20825  #EdoElection #EdoDecides'"
43,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Etsako West LGA results APC -26,140 PDP -17,959  Registered voters - 158,899 Accredited voters - 48,846  Follow our Liveblog for more updates &gt;&gt;&gt; https://t.co/5YhnMUUfaG  #EdoElection #EdoDecides'"
44,"b'#EdoElection Results for Etsako West LGA: ADP - 184 APC - 26,140 APGA - 17 PDP - 17,959  Total valid votes - 44,539 Total rejected votes - 2,828 Total votes cast - 47,367  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #Edoelection #EdoDecides https://t.co/Jj9AJU3Z5y'"
45,"b""Edo election: Governor Godwin Obaseki at PDP's situation room  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUCDM6  #EdoDecides2020 #EdoElection #Edo2020 https://t.co/hdDzdOtNXW"""
46,"b'#EdoElection RESULT  Uwalor, Esan North East LGA  APC - 415 PDP - 897  #EdoDecides2020 #Edo2020  Follow our Liveblog for more updates &gt;&gt;&gt; https://t.co/5YhnMUUfaG'"
47,"b'Heavy security at the INEC Headquarters Benin, Edo State.   Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides #EdoElection #Edo2020 https://t.co/pluH4PXyoC'"
48,"b'12.52pm: Massive turnout of voters at Ikpoba Okha, Ward 7, Benin City  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoElection #EdoDecides #Edo2020 https://t.co/sfclQ4nExD'"
49,b'VIDEO: Oshiomhole makes the sign of cross before voting  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides #Edo2020 https://t.co/gGd94rcE4a'
50,"b'Adams Oshiomhole voting at Polling Unit - 001, Ward 10, Iyamho, Etsako West LGA  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides #Edo2020 https://t.co/irQmkTdfa0'"
51,"b'Adams Oshiomhole on the queue at his polling unit - 001, Ward 10, Iyamho, Etsako West LGA  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides #EdoElection #Edo2020 https://t.co/Tsr9NcD08a'"
52,"b""PHOTOS: Obaseki's supporter falls from speeding vehicle  Follow our Liveblog for more updates &gt;&gt;&gt; https://t.co/5YhnMUUfaG #EdoDecides #EdoDecides2020 #Edo2020 https://t.co/TYPKwE9qoY"""
53,"b'Violence: shootings reported at Poll\xc3\xadng Unit 11, Edo Lodge in Oke Ijebu, Akure. #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/q93yvKpKDx'"
54,b'Akeredolu and his wife given undue priority as they jump queue to vote  @RotimiAkeredolu @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/ujNljlPPFM'
55,"b'PHOTONEWS: @RotimiAkeredolu, wife arrive polling unit to vote #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/GVXxmSmVkJ'"
56,"b'Heavy rain in Akure as voters, observers, journalists and INEC officials take cover at polling 9 Ward 4  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/8Nu8J2X564'"
57,"b'Candidate of the PDP, @TayoJegedeSAN, and his wife, Eno Jegede, waiting at their PU009 Ward 4, Sacred Heart Primary School to get accredited and cast their votes. #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/Hcs5KEwkQB'"
58,"b'PHOTO: Elderly given priority to vote at CAC primary school, Owo LGA  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/VFSm5iazUj'"
59,b'PHOTONEWS: Vote Buying: @officialEFCC officials monitoring the Ondo governorship election #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/F7iDQtCqRt'
60,b'PHOTONEWS: Accreditation and Voting Have Started at Unit 2 Ward 11 of Akure South LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/dT0TZ03i0v'
61,"b'Voting begins at unit 002, Igbotako Ward 02, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/xqn9fXcNoB'"
62,"b'8:45am \xe2\x80\x94 @INECnigeria officials just setting up at Rufus Giwa Polytechnic, Owo LGA #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020 FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/MK8oRvmUWV'"
63,"b'COVID-19 protocol not adhere to as electorates check their names on the voting register in polling unit 01, Igbotako Ward two, Okitipupa LGA @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/WB97dbhV6I'"
64,b'#PressPlay: Some electorates already in a celebratory mood while anticipating victory for their preferred candidates in the Ondo Saturday election. #OndoDecides2020 #Ondo2020 FOLLOW LIVE: https://t.co/vDn9uagPr5 https://t.co/YPKKYDBODT'
65,"b'PHOTONEWS: Voters troop out at Ogbese, Akure North LGA as they await commencement of the election. #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/7T2Ad5D9oL'"
66,"b'8am: Voters checking their names in preparation for accreditation at Unit 3, Ward 3 of Akure South LGA  #OndoDecides2020 #Ondo2020 #OndoDecides #OndoDecide2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/sDqmEUzFye'"
67,b'#PressPlay: INEC officials preparing to set up at Igbogin/ Isikan PU 10 @inecnigeria  #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/vtPr3PBaz4'
68,"b'At 7:50am, @inecnigeria officials have set up for the day\xe2\x80\x99s exercise at PU 015, Ward 2, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/mgDgwCmfvB'"
69,"b'Electorates checking their names on the voters register at PU 18, Ward 2, Okitipupa LGA #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/1jtXViHzd1'"
70,"b'Assistant presiding officer pasting the list while some voters are checking their names out in PU 17 Ward 2, Okitipupa LGA. #OndoDecides2020 #Ondo2020 #OndoDecides  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/HeUp1270Bs'"
71,"b'Distribution of election materials ongoing in a Registration Area Center (RAC) inside Stella Marris college, Okitipupa to different polling units. #OndoDecides2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/s77WWSyUJO'"
72,"b'The battle is between the incumbent, @RotimiAkeredolu of the All Progressives Congress, @AAjayiAgboola of the Zenith Labour Party, who is also the current deputy; and @TayoJegedeSAN of the Peoples Democratic Party. #OndoDecides2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/vibk5CRzd2'"
73,b'Welcome to our live coverage of the 2020 Ondo State Governorship election. We will be giving you every detail of what is happening in the Sunshine State as it goes down. #OndoDecides2020 #OndoElection2020 #Ondo2020  FOLLOW LIVE: https://t.co/vDn9uayqPF https://t.co/o5yP9g7iRf'
74,"b'Ondo Poll: Confusion As SDP Candidate Supports @RotimiAkeredolu, Runningmate Backs @TayoJegedeSAN | Sahara Reporters https://t.co/UjZvucKf90  #OndoDecides2020 #Ondo2020 https://t.co/uSv7OXW4RK'"
75,"b""Ondo Poll: @CDDWestAfrica Expresses Concerns Over @inecnigeria's Reliance On NURTW Members For Transportation Of Electoral Materials | Sahara Reporters https://t.co/TaXRXGkBHR #OndoDecides2020 #Ondo2020 https://t.co/Hiy2x2CRpQ"""
76,b'We have come to the end of the Live Blog for the Edo governorship election. See you in Ondo next month! https://t.co/yMHngGLhXX #EdoDecides2020 #EdoElection #Edo2020 https://t.co/b6Tub3zqxS'
77,"b'Final Result Of The 10th Local Government Area, Uhunmwonde, Announced PDP: 10,022 APC: 5,972 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ https://t.co/dTbQuXyFVs'"
78,"b'FINAL RESULT OF POLL: Esan West LGA APC - 7,189 PDP - 17,433 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ'"
79,"b'RESULT OF POLL: Egor LGA APC: 10, 202 PDP: 27, 621 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ'"
80,"b'BREAKING: Results From Seven LGAs Announced, Eleven Being Expected -- Obaseki Has Five, Ize-Iyamu Two #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/eRCOdkdYVg'"
81,"b'RESULT OF POLL: Owan East LGA APC: 19,295 PDP: 14,762 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
82,"b'RESULT OF POLL: Igueben LGA PDP: 7,870  APC: 5,199 votes #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
83,"b""RESULT OF POLL: Polling Unit 005, Makeke, By Agbala's House, Ward 05, Akoko Edo LGA ADC: 01 ADP: 01 APC: 45 NNPP: 01 PDP: 75 #EdoDecides2020 #Edo2020 #EdoElection FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/zSsoqOs7FN"""
84,"b'RESULT: Ward 2, Igwobazua Ovia-Southwest APC: 1088 PDP: 1071 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
85,"b'RESULT OF POLL: Idunmuonga Primary School, Polling Unit 010, Ugbeka Ward 013 APC: 43 PDP: 46 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
86,"b'RESULT OF POLL: Elara Primary School, Idunmunlaoha II, Ward 02, Polling Unit 02 APC: 69 PDP: 75 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
87,"b""Result Of Poll From Oshiomhole's Unit: Polling Unit 1, Ward 10, Uzairue Northeast, Estako West LGA APC - 1201  PDP - 0 (nil) ADP- 1        Void vote: 9 Registered votes: 1844 Unused Paper: 633 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/IgDjgnSEnD"""
88,"b'RESULT OF POLL: Polling Unit 003, Ward 9, Egor Local Government Area ADC: 1 ADP: 2 APC: 59 PDP: 125 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/M3HMZnbO3G'"
89,"b'RESULT OF POLL: Polling Unit 6, Ward 1, Agenebode Etsako East Reg Voters: 1469 Vote Cast: 456 VALID: 448 APC: 284 PDP: 150 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
90,"b'RESULT OF POLL: Polling Unit 002, Ward 07, Esan North-East LGA APC: 61 NRM: 1 PDP: 98 SDP: 1 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/3Z5uyNUzVX'"
91,"b""Result of Poll From Raymond Dokpesi's Unit: Polling Unit 8, Ward 1, Agenebode, Etsako East  APC: 163 SDP: 1 ADC: 1 PDP: 214 Accredited: 1114 Vote Cast: 395 Void: 16 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/uGTnTUR3b1"""
92,"b'RESULT OF POLL: Polling Unit 007, Ward 05, Esan North-East LGA ADC: 1 ADP: 1 APC: 95 APGA: 1 PDP: 64 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/58cGSxbZEB'"
93,"b'RESULT OF POLL: Polling Unit 003, Ward 04, Esan North-East LGA APC: 40 PDP: 174 ADC: 3 SDP: 1 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/40wd9uYU5z'"
94,"b'RESULT: Owan West, Uzebba Community, Polling Unit 11, Ward 10. APC: 180 PDP: 81 ADP:2 NRM: 1 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
95,"b'RESULT OF POLL: Polling Unit 005, Ward 04, Esan North-East LGA APC: 29 NNPP: 1 PDP: 152 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/EGaDqkNKJN'"
96,"b'RESULT OF POLL: Polling Unit 006, Ward 04, Esan North-East LGA  ADC: 1 ADP: 1 APC: 42 PDP: 109 YPP: 1 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/nL8isCiBel'"
97,"b'RESULT OF POLL: Egor LGA, Olua Primary School, Ward 7, Polling Unit 6 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/CRii1vl5G7'"
98,"b'RESULT OF POLL: Egor LGA, Olua Primary School, Ward 7, Polling Unit 7 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/X3E0GOSFlo'"
99,"b'RESULT OF POLL: Egor LGA, Olua Primary School, Ward 7, Polling Unit 8 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/bJg8w9K4HM'"
100,"b'RESULT: Polling Unit 13, Ward 5, Owan East LGA APC - 135 PDP - 64 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
101,"b'PDP-184 \xe2\x80\x94  APC-62: Edo Governor, Obaseki, Wins Polling Unit #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/0VoBqdLiYF'"
102,"b'RESULT OF POLL: Polling Unit 01, Ward 2, Oredo Local Government Area #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/p0ISg2LKP5'"
103,"b'#EdoDecides2020: PDP Wins Former APC National Chairman, Oyegun\xe2\x80\x99s Unit @OfficialPDPNig @OfficialAPCNg #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/KtgBUZorJT'"
104,"b'RESULT: Amegor Primary School Unit 3, Voting Point 2 SDP: 1 ADP: 3 APC: 26 PDP: 66 Void: 1 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/Or3dJKACw2'"
105,"b'RESULT: Amegor Primary School Unit 2, Voting Point 1 APC: 5 PDP: 89 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZheUn https://t.co/FC1q44v1pU'"
106,"b'RESULT: Amegor Primary School Unit 1, Voting Point 1 APC: 53 PDP: 74 Void: 6 papers #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'"
107,b'BREAKING: Counting of election results have commenced in Edo Governorship Election #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/6cAROMAPop'
108,b'#EdoDecides2020: Voting At Egor Primary School Ward 4 In Egor LGA Both PDP and Apc involved in buying of votes. PDP paid each voter N1000 while Apc N3000. Many PDP members lamented their payment was lower than Apc. #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/e6lomhixin'
109,"b'PHOTOS: A voter, Taiwo Michael Eno, beaten by @OfficialAPCNg thugs for voting for @OfficialPDPNig in Ward 6, Ikpoba/Okha LGA  #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/al4KuEOJdV'"
110,b'Voting Stopped At Egor LGA Due To Non-functional Card Readers | Sahara Reporters https://t.co/8bHgNrWzHa @inecnigeria #EdoDecides #EdoDecides2020 #EdoElection #Edo2020 https://t.co/YNW13zzTG3'
111,"b'VIDEO: @OfficialPDPNig Agents Share Face Masks To Woo Voters In Polling Unit 2, Ward 7, Egor Local Government Area  #EdoDecides2020 #Edo2020 #EdoElection  WATCH FULL VIDEO: https://t.co/fvJ6jYgBJO https://t.co/pEbWT7mOcp'"
112,"b'Voting concluded at Amegor primary school, Egor LGA. #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/F5jo3jUL1o'"
113,"b'#EdoDecides2020: Ward 5, Esan Central Local Government Area #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/W6ZV61p3op'"
114,b'Electoral Malpractice: @OfficialPDPNig agent standing close to polling booth to ensure electorate vote for his party #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/k09qHcbFbx'
115,"b'PHOTOS: Election going on at Ward 7, Egor LGA  #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/uBDxqHW5BN'"
116,"b""Follow SaharaReporters' Live Coverage Of The 2020 Edo Governorship Election #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/kq0QsquCju"""
117,b'BREAKING: I\xe2\x80\x99m Disappointed In INEC \xe2\x80\x93@GovernorObaseki | Sahara Reporters https://t.co/3fIViB5fjo @inecnigeria  #EdoDecides #EdoDecides2020 #Edo2020 https://t.co/VcDQlab6Pc'
118,b'PHOTOS: Governor Obaseki Votes At His Polling Unit @GovernorObaseki #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/NR1EqIIUui'
119,b'VIDEO: Violence Erupts At @GovernorObaseki\xe2\x80\x99s Polling Unit  #EdoDecides2020 #Edo2020 #EdoElection  WATCH FULL VIDEO: https://t.co/sv26gZ4h6y https://t.co/PWDk5iVU41'
120,"b""BREAKING: @GovernorObaseki's Thugs Chase Party Agents Of Other Political Parties From Polling Unit  The governor, who is on the queue watches on as his thugs carry out the acts. #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/aaQ3tlCFsK"""
121,b'BREAKING: Violence erupts at Obaseki\xe2\x80\x99s polling unit @GovernorObaseki  #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/ubSkiXnJgU'
